timestamp,f1,f2,f3,f4,f5,target
2020-01-01 00:00:00,0.16758174099084366,0.26110874579717824,-0.043232173923708615,0.49847897646075057,0.475038457627977,0.35533947998092186
2020-01-01 01:00:00,0.3776211071455836,0.4191525634439023,0.5397170404758506,0.5423023093695405,-0.04442368275077473,0.7923866198711921
2020-01-01 02:00:00,0.8050052365459479,0.4653289506003979,1.2657985385330073,0.6943784318031228,0.33210917702525883,1.0793523668888165
2020-01-01 03:00:00,1.0981935705603014,0.48545486108604285,1.7192311521407817,0.962212137011784,0.5943267901022179,1.13148376961917
2020-01-01 04:00:00,1.1424436859939928,0.6638666526691408,1.9448543729508183,0.7978688044518435,-0.3003677130343933,1.2666524976357907
2020-01-01 05:00:00,1.2709355038500145,0.7570874748432407,2.1889658047060614,0.7728318931336381,-0.4840755044505562,1.488064127475566
2020-01-01 06:00:00,1.4713210377489383,0.6169530708775823,2.4633452715422703,1.174619607710912,0.4425214169161921,1.4471530808713045
2020-01-01 07:00:00,1.4535762616454184,0.6878226060015832,2.204701793961077,1.0140968331850868,0.14660662000859556,1.1964467172032844
2020-01-01 08:00:00,1.2281592313386762,0.7693386717568337,1.9660879705248195,0.7625029874564256,-0.4602645969633742,1.1340053875208889
2020-01-01 09:00:00,1.1112040305909856,0.7315153138869832,1.5510188874887019,1.0368924098485817,0.23096808852521938,0.6823284490153139
2020-01-01 10:00:00,0.6990702516876146,0.7064118415341811,1.0549794279442155,0.7605615541277406,-0.23246347992115196,0.4182904638636836
2020-01-01 11:00:00,0.4194648724057762,0.6087172123533452,0.5081568597786346,0.7521233243662875,-0.06854237230422941,0.27298352163754475
2020-01-01 12:00:00,0.2640527914987305,0.3478328994387431,-0.04490874544421056,0.7528514246616893,0.45194560395169925,-0.3405087350910475
2020-01-01 13:00:00,-0.34450094345910315,0.4483694697108806,-0.8822392530649216,0.3577359507314213,-0.42444978173681525,-0.5275556235848863
2020-01-01 14:00:00,-0.5494392145353157,0.44909092128653944,-1.4974478840181824,0.3294542012274819,-0.14305118464437427,-0.6825803288401227
2020-01-01 15:00:00,-0.6921603917079778,0.2238642080446504,-1.904259441416189,0.6817180776285864,0.5647687023892831,-0.9261244119779205
2020-01-01 16:00:00,-0.9088982203839784,0.26000842384293904,-2.325921799499329,0.6094979405549159,0.42048838635976044,-0.8019258360797488
2020-01-01 17:00:00,-0.845497079559582,0.23886695739729646,-2.4052319846193497,0.7578960612841777,1.1236100550897055,-1.0182964255352929
2020-01-01 18:00:00,-1.0221830948020576,0.24853697055440138,-2.584819681811805,0.540786860673022,0.58741746898324,-1.0237412893088649
